fichier,phrase_id,position,mot,onset,offset,POS,surprise_incrementale,freq_zipf,n_phones
audio17.TextGrid,8,2,worked,37.970,38.260,VBD,11.4427,5.16,4
audio17.TextGrid,8,3,skillfully,38.260,38.940,RB,6.9605,2.84,8
audio17.TextGrid,8,4,with,38.940,39.110,IN,7.7990,6.85,3
audio17.TextGrid,8,5,the,39.110,39.190,DT,2.5829,7.73,2
audio17.TextGrid,8,6,one,39.190,39.490,CD,9.3895,6.47,3
audio17.TextGrid,8,7,hand,39.490,39.880,NN,13.1426,5.41,4
audio17.TextGrid,9,1,and,40.310,40.380,CC,6.0239,7.41,2
audio17.TextGrid,9,2,put,40.380,40.600,VB,10.5656,5.66,3
audio17.TextGrid,9,3,his,40.600,40.780,PRP$,8.5684,6.51,3
audio17.TextGrid,9,4,foot,40.780,40.950,NN,13.9492,4.87,3
audio17.TextGrid,9,5,on,40.950,41.080,IN,7.4499,6.91,2
audio17.TextGrid,9,6,the,41.080,41.140,DT,2.4878,7.73,2
audio17.TextGrid,9,7,coils,41.140,41.650,NNS,9.4588,3.36,4
audio17.TextGrid,9,8,to,41.650,41.760,TO,5.5148,7.43,2
audio17.TextGrid,9,9,hold,41.760,41.990,VB,12.1832,5.19,4
audio17.TextGrid,9,10,them,41.990,42.140,PRP,10.6566,6.19,3
audio17.TextGrid,9,11,as,42.140,42.250,IN,7.5814,6.77,2
audio17.TextGrid,9,12,he,42.250,42.340,PRP,7.8484,6.69,2
audio17.TextGrid,9,13,drew,42.340,42.520,VBD,14.8551,4.46,3
audio17.TextGrid,9,14,his,42.520,42.750,PRP$,9.1658,6.51,3
audio17.TextGrid,9,15,knots,42.750,43.100,NNS,8.1351,3.63,4
audio17.TextGrid,9,16,tight,43.100,43.480,VBD,14.5065,4.57,3
audio17.TextGrid,10,1,now,44.700,45.040,RB,10.9942,6.18,2
audio17.TextGrid,10,2,he,45.040,45.180,PRP,7.8327,6.69,2
audio17.TextGrid,10,3,had,45.180,45.360,VBD,7.2737,6.33,3
audio17.TextGrid,10,4,six,45.360,45.770,CD,12.0641,5.29,4
audio17.TextGrid,10,5,reserve,45.770,46.180,NN,14.4701,4.6,5
audio17.TextGrid,10,6,coils,46.180,46.680,NNS,10.6380,3.36,4
audio17.TextGrid,10,7,of,46.680,46.800,IN,4.1065,7.4,2
audio17.TextGrid,10,8,line,46.800,47.260,NN,13.4071,5.49,3
audio17.TextGrid,11,1,there,47.980,48.100,EX,7.0502,6.31,3
audio17.TextGrid,11,2,were,48.100,48.220,VBD,6.5309,6.34,2
audio17.TextGrid,11,3,two,48.220,48.570,CD,10.2655,6.1,2
audio17.TextGrid,11,4,from,48.570,48.800,IN,8.1640,6.63,3
audio17.TextGrid,11,5,each,48.800,49.120,DT,9.1955,5.69,2
audio17.TextGrid,11,6,bait,49.140,49.400,NN,6.0624,3.85,3
audio17.TextGrid,11,7,he,49.400,49.490,PRP,10.4724,6.69,2
audio17.TextGrid,11,8,had,49.490,49.640,VBD,7.1213,6.33,3
audio17.TextGrid,11,9,severed,49.640,50.080,VBN,9.4265,3.53,5
audio17.TextGrid,11,10,and,50.080,50.200,CC,5.3308,7.41,2
audio17.TextGrid,11,11,the,50.200,50.290,DT,5.4614,7.73,2
audio17.TextGrid,11,12,two,50.290,50.530,CD,10.1365,6.1,2
audio17.TextGrid,11,13,from,50.530,50.740,IN,9.2174,6.63,4
audio17.TextGrid,11,14,the,50.740,50.810,DT,2.5037,7.73,2
audio17.TextGrid,11,15,bait,50.810,51.070,NN,6.0646,3.85,3
audio17.TextGrid,11,16,the,51.070,51.180,DT,6.0529,7.73,2
audio17.TextGrid,11,17,fish,51.180,51.400,NN,5.7552,4.9,3
audio17.TextGrid,11,18,had,51.400,51.570,VBD,9.5045,6.33,3
audio17.TextGrid,11,19,taken,51.570,51.900,VBN,12.6760,5.33,5
audio17.TextGrid,12,1,and,52.500,52.600,CC,6.0239,7.41,2
audio17.TextGrid,12,2,they,52.600,52.700,PRP,7.6083,6.5,2
audio17.TextGrid,12,3,were,52.700,52.830,VBD,7.0711,6.34,2
audio17.TextGrid,12,4,all,52.830,53.020,DT,9.2053,6.52,2
audio17.TextGrid,12,5,connected,53.020,53.700,VBN,16.8907,4.68,8
audio17.TextGrid,13,1,after,54.990,55.330,IN,10.7786,6.11,4
audio17.TextGrid,13,2,it,55.330,55.420,PRP,6.2807,6.95,2
audio17.TextGrid,13,3,is,55.420,55.580,VBZ,5.0442,7.07,2
audio17.TextGrid,13,4,light,55.580,55.950,JJ,12.7592,5.33,3
audio17.TextGrid,13,5,he,55.950,56.050,PRP,8.6807,6.69,2
audio17.TextGrid,13,6,thought,56.050,56.590,VBD,11.6485,5.59,3
audio17.TextGrid,13,7,i,56.590,56.660,NN,9.8542,7.09,1
audio17.TextGrid,13,8,will,56.660,56.850,MD,6.5714,6.45,3
audio17.TextGrid,13,9,work,56.850,57.080,VB,11.0379,5.96,3
audio17.TextGrid,13,10,back,57.080,57.330,RB,10.5159,6.04,3
audio17.TextGrid,13,11,to,57.350,57.450,TO,4.7451,7.43,2
audio17.TextGrid,13,12,the,57.450,57.550,DT,3.3521,7.73,2
audio17.TextGrid,13,13,forty,57.550,57.900,NN,6.0523,4.2,5
audio17.TextGrid,13,14,fathom,57.900,58.260,NN,7.8439,3.25,5
audio17.TextGrid,13,15,bait,58.260,58.590,NN,8.1286,3.85,3
audio17.TextGrid,13,16,and,58.590,58.700,CC,6.1021,7.41,2
audio17.TextGrid,13,17,cut,58.700,58.950,VB,11.0623,5.24,3
audio17.TextGrid,13,18,it,58.950,59.050,PRP,7.5849,6.95,2
audio17.TextGrid,13,19,away,59.050,59.290,RB,12.5237,5.62,3
audio17.TextGrid,13,20,too,59.290,59.630,RB,10.5361,5.95,2
audio17.TextGrid,13,21,and,59.630,59.810,CC,5.7589,7.41,3
audio17.TextGrid,13,22,link,59.810,60.010,VB,14.3251,4.99,4
audio17.TextGrid,13,23,up,60.010,60.110,RP,7.5797,6.39,2
audio17.TextGrid,13,24,the,60.110,60.220,DT,3.6401,7.73,2
audio17.TextGrid,13,25,reserve,60.220,60.590,NN,12.9450,4.6,5
audio17.TextGrid,13,26,coils,60.590,61.140,NNS,10.3232,3.36,4
audio17.TextGrid,14,1,i,61.140,61.170,NN,6.9517,7.09,1
audio17.TextGrid,14,2,will,62.360,62.570,MD,6.0464,6.45,3
audio17.TextGrid,14,3,have,62.570,62.700,VB,5.7426,6.71,3
audio17.TextGrid,14,4,lost,62.700,62.960,VBN,12.0947,5.39,4
audio17.TextGrid,14,5,two,62.960,63.110,CD,10.1128,6.1,2
audio17.TextGrid,14,6,hundred,63.110,63.400,JJ,13.2343,4.71,5
audio17.TextGrid,14,7,fathoms,63.400,63.810,NNS,9.4000,2.49,6
audio17.TextGrid,14,8,of,63.810,63.930,IN,3.7971,7.4,2
audio17.TextGrid,14,9,good,63.930,64.260,JJ,10.6930,6.12,3
audio17.TextGrid,14,10,catalan,64.260,64.730,NN,6.6951,3.42,7
audio17.TextGrid,14,11,cardel,64.730,65.460,NN,7.9920,0.0,6
audio17.TextGrid,14,12,and,65.760,65.880,CC,6.2416,7.41,2
audio17.TextGrid,14,13,the,65.880,65.990,DT,3.9284,7.73,2
audio17.TextGrid,14,14,hooks,65.990,66.280,NNS,9.4814,3.65,4
audio17.TextGrid,14,15,and,66.280,66.430,CC,6.0546,7.41,3
audio17.TextGrid,14,16,leaders,66.430,66.980,NNS,12.7289,4.81,5
audio17.TextGrid,15,1,that,67.550,67.710,DT,7.3117,7.01,3
audio17.TextGrid,15,2,can,67.710,67.850,MD,12.0685,6.46,3
audio17.TextGrid,15,3,be,67.850,68.010,VB,5.6544,6.79,2
audio17.TextGrid,15,4,replaced,68.010,68.630,VBN,14.2094,4.55,7
audio17.TextGrid,16,1,but,69.240,69.430,CC,8.3566,6.63,3
audio17.TextGrid,16,2,who,69.430,69.570,WP,12.8886,6.34,2
audio17.TextGrid,16,3,replaces,69.570,70.190,VBZ,14.6917,3.63,8
audio17.TextGrid,16,4,this,70.190,70.450,DT,8.1019,6.82,3
audio17.TextGrid,16,5,fish,70.450,70.780,JJ,7.7152,4.9,3
audio17.TextGrid,16,6,if,70.780,70.910,IN,11.1121,6.47,2
audio17.TextGrid,16,7,i,70.910,71.040,JJ,9.3423,7.09,1
audio17.TextGrid,16,8,hook,71.040,71.250,VBP,16.7542,4.37,3
audio17.TextGrid,16,9,some,71.250,71.480,DT,10.9303,6.2,3
audio17.TextGrid,16,10,fish,71.480,71.780,NN,6.0235,4.9,3
audio17.TextGrid,16,11,and,71.780,71.910,CC,6.2798,7.41,3
audio17.TextGrid,16,12,it,71.910,72.010,PRP,7.4746,6.95,2
audio17.TextGrid,16,13,cuts,72.010,72.270,VBZ,17.0086,4.42,4
audio17.TextGrid,16,14,him,72.270,72.400,PRP,12.7074,6.11,2
audio17.TextGrid,16,15,off,72.400,72.750,RP,12.8413,5.93,2
audio17.TextGrid,17,1,i,73.520,73.620,JJ,6.9517,7.09,1
audio17.TextGrid,17,2,don,73.620,73.780,VBP,19.2785,4.6,3
audio17.TextGrid,17,3,t,73.780,73.810,NN,8.8172,5.43,1
audio17.TextGrid,17,4,know,73.810,73.940,VBP,11.7524,6.1,2
audio17.TextGrid,17,5,what,73.940,74.100,WP,9.3701,6.38,3
audio17.TextGrid,17,6,that,74.100,74.330,IN,7.3007,7.01,3
audio17.TextGrid,17,7,fish,74.330,74.570,NN,7.0444,4.9,3
audio17.TextGrid,17,8,was,74.570,74.860,VBD,6.4912,6.82,3
audio17.TextGrid,17,9,that,74.860,75.050,IN,5.2791,7.01,3
audio17.TextGrid,17,10,took,75.050,75.160,VBD,17.5327,5.51,3
audio17.TextGrid,17,11,the,75.160,75.270,DT,3.9077,7.73,2
audio17.TextGrid,17,12,bait,75.270,75.520,NN,6.0588,3.85,3
audio17.TextGrid,17,13,just,75.520,75.770,RB,10.5765,6.43,4
audio17.TextGrid,17,14,now,75.770,76.080,RB,8.9657,6.18,2
audio17.TextGrid,17,15,it,76.080,76.140,PRP,7.7853,6.95,2
audio17.TextGrid,18,1,could,76.540,76.720,MD,19.8177,6.06,3
audio17.TextGrid,18,2,have,76.720,76.850,VB,5.7417,6.71,3
audio17.TextGrid,18,3,been,76.850,77.010,VBN,8.7505,6.27,3
audio17.TextGrid,18,4,a,77.010,77.050,DT,4.8308,7.36,1
audio17.TextGrid,18,5,marlin,77.050,77.540,NN,6.0426,3.01,6
audio17.TextGrid,18,6,or,77.540,77.660,CC,8.1335,6.54,2
audio17.TextGrid,18,7,a,77.660,77.710,DT,5.4299,7.36,1
audio17.TextGrid,18,8,broadbill,77.710,78.360,NN,6.0620,1.17,7
audio17.TextGrid,18,9,or,78.360,78.500,CC,8.3296,6.54,2
audio17.TextGrid,18,10,a,78.500,78.530,DT,5.1863,7.36,1
audio17.TextGrid,18,11,shark,78.530,79.000,NN,6.0619,4.1,4
audio17.TextGrid,19,1,i,79.580,79.690,NN,6.9517,7.09,1
audio17.TextGrid,19,2,never,79.690,79.940,RB,12.5978,5.91,4
audio17.TextGrid,19,3,felt,79.940,80.270,VBD,12.9373,5.13,4
audio17.TextGrid,19,4,him,80.270,80.460,PRP,12.8073,6.11,2
audio17.TextGrid,20,1,i,81.230,81.350,NN,6.9517,7.09,1
audio17.TextGrid,20,2,had,81.350,81.480,VBD,6.8209,6.33,3
audio17.TextGrid,20,3,to,81.480,81.540,TO,5.3097,7.43,2
audio17.TextGrid,20,4,get,81.540,81.720,VB,9.4658,6.28,3
audio17.TextGrid,20,5,rid,81.720,81.840,JJ,8.2547,4.5,3
audio17.TextGrid,20,6,of,81.840,81.930,IN,5.4639,7.4,2
audio17.TextGrid,20,7,him,81.930,82.060,PRP,11.9215,6.11,2
audio17.TextGrid,20,8,too,82.060,82.250,RB,12.1734,5.95,2
audio17.TextGrid,20,9,fast,82.250,82.840,RB,13.8512,5.13,4
audio17.TextGrid,21,1,aloud,83.910,84.360,NN,9.4938,3.51,4
audio17.TextGrid,21,2,he,84.360,84.490,PRP,10.4448,6.69,2
audio17.TextGrid,21,3,said,84.490,84.760,VBD,5.3981,6.01,3
audio17.TextGrid,21,4,i,85.400,85.510,JJ,9.9361,7.09,1
audio17.TextGrid,21,5,wish,85.510,85.790,JJ,13.6281,5.18,3
audio17.TextGrid,21,6,i,85.790,85.950,NN,9.8662,7.09,1
audio17.TextGrid,21,7,had,85.950,86.160,VBD,7.6032,6.33,3
audio17.TextGrid,21,8,the,86.160,86.250,DT,3.8572,7.73,2
audio17.TextGrid,21,9,boy,86.250,86.630,NN,14.8536,5.17,2
audio17.TextGrid,22,1,but,88.230,88.410,CC,8.3566,6.63,3
audio17.TextGrid,22,2,you,88.410,88.500,PRP,9.0900,6.98,2
audio17.TextGrid,22,3,haven,88.500,88.710,VBP,17.3531,4.13,5
audio17.TextGrid,22,4,t,88.710,88.740,NNS,10.2485,5.43,1
audio17.TextGrid,22,5,got,88.740,88.970,VBD,10.9305,5.91,3
audio17.TextGrid,22,6,the,88.970,89.060,DT,3.7221,7.73,2
audio17.TextGrid,22,7,boy,89.060,89.390,NN,14.8489,5.17,2
audio17.TextGrid,22,8,he,89.600,89.720,PRP,9.6906,6.69,2
audio17.TextGrid,22,9,thought,89.720,90.100,VBD,11.7105,5.59,3
audio17.TextGrid,22,10,you,90.450,90.590,PRP,10.1491,6.98,2
audio17.TextGrid,22,11,have,90.590,90.760,VBP,6.3872,6.71,3
audio17.TextGrid,22,12,only,90.760,90.990,RB,9.1890,6.12,4
audio17.TextGrid,22,13,yourself,90.990,91.580,PRP,16.6557,5.31,6
audio17.TextGrid,22,14,and,91.580,91.710,CC,6.7108,7.41,3
audio17.TextGrid,22,15,you,91.710,91.810,PRP,8.4072,6.98,2
audio17.TextGrid,22,16,had,91.810,91.930,VBD,6.8570,6.33,3
audio17.TextGrid,22,17,better,91.930,92.140,JJR,11.9718,5.76,4
audio17.TextGrid,22,18,work,92.140,92.400,NN,13.0623,5.96,3
audio17.TextGrid,22,19,back,92.400,92.640,RB,11.2008,6.04,3
audio17.TextGrid,22,20,to,92.640,92.740,TO,4.9468,7.43,2
audio17.TextGrid,22,21,the,92.740,92.820,DT,3.3352,7.73,2
audio17.TextGrid,22,22,last,92.820,93.180,JJ,8.8757,5.86,4
audio17.TextGrid,22,23,line,93.180,93.430,NN,10.9261,5.49,3
audio17.TextGrid,22,24,now,93.430,93.760,RB,10.1305,6.18,2
audio17.TextGrid,22,25,in,93.970,94.100,IN,5.2924,7.27,2
audio17.TextGrid,22,26,the,94.100,94.240,DT,2.6097,7.73,2
audio17.TextGrid,22,27,dark,94.240,94.580,NN,15.6303,5.04,4
audio17.TextGrid,22,28,or,94.580,94.680,CC,8.2814,6.54,2
audio17.TextGrid,22,29,not,94.680,94.890,RB,10.3566,6.69,3
audio17.TextGrid,22,30,in,94.890,95.000,IN,6.4395,7.27,2
audio17.TextGrid,22,31,the,95.000,95.070,DT,2.6617,7.73,2
audio17.TextGrid,22,32,dark,95.070,95.420,NN,15.5783,5.04,4
audio17.TextGrid,23,1,and,95.920,96.050,CC,6.0239,7.41,2
audio17.TextGrid,23,2,cut,96.050,96.290,VB,10.4361,5.24,3
audio17.TextGrid,23,3,it,96.290,96.390,PRP,7.5378,6.95,2
audio17.TextGrid,23,4,away,96.390,96.770,RB,12.7373,5.62,3
audio17.TextGrid,23,5,and,96.770,96.920,CC,5.7848,7.41,2
audio17.TextGrid,23,6,hook,96.920,97.120,VB,17.6272,4.37,3
audio17.TextGrid,23,7,up,97.120,97.220,RP,7.9960,6.39,2
audio17.TextGrid,23,8,the,97.220,97.310,DT,3.4231,7.73,2
audio17.TextGrid,23,9,two,97.310,97.470,CD,10.1286,6.1,2
audio17.TextGrid,23,10,reserve,97.470,97.880,NN,14.4169,4.6,5
audio17.TextGrid,23,11,coils,97.880,98.480,NNS,10.2573,3.36,4
audio17.TextGrid,24,1,so,100.120,100.390,RB,10.6219,6.52,2
audio17.TextGrid,24,2,he,100.390,100.500,PRP,7.6307,6.69,2
audio17.TextGrid,24,3,did,100.500,100.700,VBD,8.6004,5.96,3
audio17.TextGrid,24,4,it,100.700,100.910,PRP,7.5986,6.95,2
audio17.TextGrid,25,1,it,101.510,101.670,PRP,4.6034,6.95,2
audio17.TextGrid,25,2,was,101.670,101.810,VBD,5.6570,6.82,3
audio17.TextGrid,25,3,difficult,101.810,102.340,JJ,13.9879,5.07,8
audio17.TextGrid,25,4,in,102.340,102.430,IN,5.4793,7.27,2
audio17.TextGrid,25,5,the,102.430,102.540,DT,2.5287,7.73,2
audio17.TextGrid,25,6,dark,102.540,103.020,NN,15.6130,5.04,4
audio17.TextGrid,25,7,and,103.020,103.140,CC,5.8503,7.41,2
audio17.TextGrid,25,8,once,103.140,103.470,RB,13.4201,5.53,4
audio17.TextGrid,25,9,the,103.470,103.570,DT,5.0383,7.73,2
audio17.TextGrid,25,10,fish,103.570,103.850,NN,6.3644,4.9,3
audio17.TextGrid,25,11,made,103.850,104.040,VBD,11.7600,5.92,3
audio17.TextGrid,25,12,a,104.040,104.090,DT,5.1627,7.36,1
audio17.TextGrid,25,13,surge,104.090,104.560,NN,12.5203,3.82,3
audio17.TextGrid,25,14,that,104.560,104.730,WDT,5.9279,7.01,3
audio17.TextGrid,25,15,pulled,104.770,105.000,VBD,22.3251,4.67,4
audio17.TextGrid,25,16,him,105.000,105.120,PRP,12.7165,6.11,2
audio17.TextGrid,25,17,down,105.120,105.340,RP,10.7456,5.88,3
audio17.TextGrid,25,18,on,105.340,105.460,IN,7.8868,6.91,2
audio17.TextGrid,25,19,his,105.460,105.650,PRP$,7.6891,6.51,3
audio17.TextGrid,25,20,face,105.650,105.970,NN,11.6887,5.45,3
audio17.TextGrid,25,21,and,105.970,106.170,CC,6.1225,7.41,3
audio17.TextGrid,25,22,made,106.170,106.360,VBD,10.5428,5.92,3
audio17.TextGrid,25,23,a,106.360,106.400,DT,4.9981,7.36,1
audio17.TextGrid,25,24,cut,106.400,106.690,NN,13.0071,5.24,3
audio17.TextGrid,25,25,below,106.710,107.010,IN,10.3954,5.05,4
audio17.TextGrid,25,26,his,107.010,107.180,PRP$,7.6031,6.51,3
audio17.TextGrid,25,27,eye,107.180,107.470,NN,13.4382,5.02,1
audio17.TextGrid,26,1,the,108.130,108.210,DT,3.2076,7.73,2
audio17.TextGrid,26,2,blood,108.210,108.490,NN,13.2772,5.1,4
audio17.TextGrid,26,3,ran,108.490,108.680,VBD,12.2265,4.87,3
audio17.TextGrid,26,4,down,108.680,108.930,RP,9.4593,5.88,3
audio17.TextGrid,26,5,his,108.930,109.130,PRP$,8.7367,6.51,3
audio17.TextGrid,26,6,cheek,109.130,109.400,NN,6.1890,3.96,3
audio17.TextGrid,26,7,a,109.400,109.450,DT,7.3860,7.36,1
audio17.TextGrid,26,8,little,109.450,109.700,JJ,11.7350,5.75,5
audio17.TextGrid,26,9,way,109.700,109.970,NN,9.9700,6.01,2
audio17.TextGrid,27,1,but,110.850,111.000,CC,8.3566,6.63,3
audio17.TextGrid,27,2,it,111.000,111.100,PRP,6.4721,6.95,2
audio17.TextGrid,27,3,coagulated,111.100,111.840,VBD,5.4034,2.08,11
audio17.TextGrid,27,4,and,111.840,111.970,CC,6.0053,7.41,2
audio17.TextGrid,27,5,dried,111.970,112.350,VBD,4.9898,4.04,4
audio17.TextGrid,27,6,before,112.350,112.670,IN,10.4374,5.93,5
audio17.TextGrid,27,7,it,112.670,112.800,PRP,5.9232,6.95,2
audio17.TextGrid,27,8,reached,112.800,113.090,VBD,10.4008,4.85,4
audio17.TextGrid,27,9,his,113.090,113.240,PRP$,8.7160,6.51,3
audio17.TextGrid,27,10,chin,113.240,113.650,NN,6.1732,4.0,3
audio17.TextGrid,28,1,and,114.290,114.370,CC,6.0239,7.41,2
audio17.TextGrid,28,2,he,114.370,114.440,PRP,7.4041,6.69,2
audio17.TextGrid,28,3,worked,114.440,114.690,VBD,11.9589,5.16,4
audio17.TextGrid,28,4,his,114.690,114.830,PRP$,8.9386,6.51,3
audio17.TextGrid,28,5,way,114.830,114.990,NN,10.0535,6.01,2
audio17.TextGrid,28,6,back,114.990,115.250,RB,11.6580,6.04,3
audio17.TextGrid,28,7,to,115.250,115.320,TO,5.1733,7.43,2
audio17.TextGrid,28,8,the,115.320,115.410,DT,3.4220,7.73,2
audio17.TextGrid,28,9,bow,115.410,115.770,NN,6.0527,4.3,2
audio17.TextGrid,28,10,and,115.770,115.900,CC,6.5132,7.41,3
audio17.TextGrid,28,11,rested,115.900,116.250,VBN,9.0022,3.59,6
audio17.TextGrid,28,12,against,116.250,116.550,IN,11.1513,5.68,6
audio17.TextGrid,28,13,the,116.550,116.630,DT,2.5143,7.73,2
audio17.TextGrid,28,14,wood,116.630,117.030,NN,14.5631,4.78,3
audio17.TextGrid,29,1,he,117.830,117.970,PRP,5.5326,6.69,2
audio17.TextGrid,29,2,adjusted,117.970,118.370,VBD,12.1300,4.11,7
audio17.TextGrid,29,3,the,118.370,118.460,DT,3.4607,7.73,2
audio17.TextGrid,29,4,sack,118.460,118.930,NN,6.0414,3.91,3
audio17.TextGrid,29,5,and,118.930,119.070,CC,6.5244,7.41,3
audio17.TextGrid,29,6,carefully,119.070,119.550,RB,16.4400,4.46,7
audio17.TextGrid,29,7,worked,119.550,119.820,VBD,12.5562,5.16,4
audio17.TextGrid,29,8,the,119.820,119.930,DT,3.9384,7.73,2
audio17.TextGrid,29,9,line,119.930,120.290,NN,11.1454,5.49,3
audio17.TextGrid,29,10,so,120.290,120.440,IN,9.4234,6.52,2
audio17.TextGrid,29,11,that,120.440,120.590,IN,7.1174,7.01,3
audio17.TextGrid,29,12,it,120.590,120.740,PRP,6.4265,6.95,2
audio17.TextGrid,29,13,came,120.740,120.940,VBD,10.0302,5.5,3
audio17.TextGrid,29,14,across,120.940,121.310,IN,12.0430,5.25,5
audio17.TextGrid,29,15,a,121.310,121.350,DT,4.1316,7.36,1
audio17.TextGrid,29,16,new,121.350,121.610,JJ,7.5432,6.25,3
audio17.TextGrid,29,17,part,121.610,121.900,NN,9.8055,5.78,4
audio17.TextGrid,29,18,of,121.900,122.000,IN,4.2299,7.4,2
audio17.TextGrid,29,19,his,122.000,122.140,PRP$,7.5898,6.51,3
audio17.TextGrid,29,20,shoulders,122.140,122.700,NNS,8.0331,4.18,6
audio17.TextGrid,30,1,and,123.410,123.730,CC,6.0239,7.41,3
audio17.TextGrid,30,2,holding,123.880,124.270,VBG,11.3017,4.89,6
audio17.TextGrid,30,3,it,124.270,124.370,PRP,7.3068,6.95,2
audio17.TextGrid,30,4,anchored,124.370,124.770,VBD,5.6011,3.46,5
audio17.TextGrid,30,5,with,124.770,124.910,IN,7.5512,6.85,3
audio17.TextGrid,30,6,his,124.910,125.040,PRP$,7.9417,6.51,3
audio17.TextGrid,30,7,shoulders,125.040,125.510,NNS,8.0366,4.18,6
audio17.TextGrid,31,1,he,125.920,126.010,PRP,5.5326,6.69,2
audio17.TextGrid,31,2,carefully,126.010,126.510,RB,16.9711,4.46,7
audio17.TextGrid,31,3,felt,126.510,126.770,VBD,12.9091,5.13,4
audio17.TextGrid,31,4,the,126.770,126.870,DT,3.8795,7.73,2
audio17.TextGrid,31,5,pull,126.870,127.210,NN,19.9691,4.82,3
audio17.TextGrid,31,6,of,127.210,127.270,IN,5.2409,7.4,2
audio17.TextGrid,31,7,the,127.270,127.390,DT,2.6005,7.73,2
audio17.TextGrid,31,8,fish,127.390,127.860,NN,6.0564,4.9,3
audio17.TextGrid,31,9,and,128.020,128.100,CC,6.3257,7.41,2
audio17.TextGrid,31,10,then,128.100,128.360,RB,11.6060,6.07,3
audio17.TextGrid,31,11,felt,128.360,128.620,VBD,13.3017,5.13,4
audio17.TextGrid,31,12,with,128.620,128.730,IN,7.5646,6.85,3
audio17.TextGrid,31,13,his,128.730,128.890,PRP$,7.8269,6.51,3
audio17.TextGrid,31,14,hand,128.890,129.280,NN,12.0099,5.41,4
audio17.TextGrid,31,15,the,129.280,129.380,DT,5.6278,7.73,2
audio17.TextGrid,31,16,progress,129.380,129.950,NN,12.0924,4.78,7
audio17.TextGrid,31,17,of,129.950,130.020,IN,4.1717,7.4,2
audio17.TextGrid,31,18,the,130.020,130.130,DT,2.4990,7.73,2
audio17.TextGrid,31,19,skiff,130.130,130.470,NN,6.0609,2.63,4
audio17.TextGrid,31,20,through,130.560,130.730,IN,10.3649,5.87,3
audio17.TextGrid,31,21,the,130.730,130.820,DT,2.4839,7.73,2
audio17.TextGrid,31,22,water,130.820,131.270,NN,12.1801,5.52,4
audio17.TextGrid,32,1,i,133.530,133.630,JJ,6.9517,7.09,1
audio17.TextGrid,32,2,wonder,133.630,133.870,VBP,19.5226,4.93,5
audio17.TextGrid,32,3,what,133.870,134.020,WP,10.2470,6.38,3
audio17.TextGrid,32,4,he,134.020,134.110,PRP,5.5628,6.69,2
audio17.TextGrid,32,5,made,134.110,134.290,VBD,8.5251,5.92,3
audio17.TextGrid,32,6,that,134.290,134.490,IN,5.8482,7.01,3
audio17.TextGrid,32,7,lurch,134.490,134.800,NN,8.1453,2.79,3
audio17.TextGrid,32,8,for,134.800,135.130,IN,5.9114,7.01,3
audio17.TextGrid,32,9,he,135.360,135.470,PRP,7.6520,6.69,2
audio17.TextGrid,32,10,thought,135.470,135.850,VBD,12.0314,5.59,3
audio17.TextGrid,33,1,the,136.620,136.690,DT,3.2076,7.73,2
audio17.TextGrid,33,2,wire,136.690,137.040,NN,6.0633,4.43,3
audio17.TextGrid,33,3,must,137.040,137.280,MD,10.5609,5.68,4
audio17.TextGrid,33,4,have,137.280,137.370,VB,5.7426,6.71,3
audio17.TextGrid,33,5,slipped,137.370,137.820,VBN,13.9934,3.99,5
audio17.TextGrid,33,6,on,137.820,137.940,IN,7.1714,6.91,2
audio17.TextGrid,33,7,the,137.940,138.000,DT,2.7950,7.73,2
audio17.TextGrid,33,8,great,138.000,138.300,JJ,11.3841,5.88,4
audio17.TextGrid,33,9,hill,138.300,138.450,NN,13.7365,4.82,3
audio17.TextGrid,33,10,of,138.450,138.560,IN,4.6188,7.4,2
audio17.TextGrid,33,11,his,138.560,138.730,PRP$,7.5909,6.51,3
audio17.TextGrid,33,12,back,138.730,139.220,NN,13.0821,6.04,3
audio17.TextGrid,33,13,certainly,139.570,140.020,RB,13.7305,5.0,7
audio17.TextGrid,33,14,his,140.020,140.150,PRP$,10.1878,6.51,3
audio17.TextGrid,33,15,back,140.150,140.410,NN,13.0623,6.04,3
audio17.TextGrid,33,16,cannot,140.410,140.770,NN,7.3687,5.11,5
audio17.TextGrid,33,17,feel,140.770,141.040,NN,14.2075,5.67,3
audio17.TextGrid,33,18,as,141.040,141.120,RB,7.5376,6.77,2
audio17.TextGrid,33,19,badly,141.120,141.540,RB,15.0145,4.44,5
audio17.TextGrid,33,20,as,141.540,141.640,IN,7.3336,6.77,2
audio17.TextGrid,33,21,mine,141.640,141.950,NN,15.6884,5.04,3
audio17.TextGrid,33,22,does,141.950,142.300,VBZ,13.3375,5.74,3
audio17.TextGrid,33,23,but,142.870,143.010,CC,8.7007,6.63,3
audio17.TextGrid,33,24,he,143.010,143.090,PRP,9.6119,6.69,2
audio17.TextGrid,33,25,cannot,143.090,143.430,VBZ,5.5914,5.11,5
audio17.TextGrid,33,26,pull,143.430,143.720,VB,14.9324,4.82,3
audio17.TextGrid,33,27,this,143.720,143.920,DT,7.9977,6.82,3
audio17.TextGrid,33,28,skiff,143.920,144.150,NN,6.0542,2.63,4
audio17.TextGrid,33,29,forever,144.170,144.660,NN,7.9324,4.74,5
audio17.TextGrid,34,1,no,145.110,145.230,DT,8.9313,6.35,2
