fichier,phrase_id,position,mot,onset,offset,POS,surprise_llm,freq_zipf,n_phones
audio18.TextGrid,34,21,the,152.420,152.550,DT,2.3277,7.73,2
audio18.TextGrid,34,22,hawks,152.550,153.130,NN,16.5389,3.89,4
audio18.TextGrid,34,23,soon,153.130,153.360,RB,15.1385,5.32,3
audio18.TextGrid,34,24,enough,153.360,153.720,RB,13.7685,5.54,4
audio18.TextGrid,35,1,take,155.640,155.880,VB,16.4663,5.92,3
audio18.TextGrid,35,2,a,155.880,155.960,DT,2.3564,7.36,1
audio18.TextGrid,35,3,good,155.960,156.240,JJ,8.0120,6.12,3
audio18.TextGrid,35,4,rest,156.240,156.620,NN,14.4523,5.23,4
audio18.TextGrid,35,5,small,156.620,156.940,JJ,18.3351,5.51,4
audio18.TextGrid,35,6,bird,156.940,157.460,NN,11.5465,4.63,3
audio18.TextGrid,35,7,he,157.680,157.810,PRP,12.2612,6.69,2
audio18.TextGrid,35,8,said,157.810,158.110,VBD,12.0402,6.01,3
audio18.TextGrid,36,1,then,158.630,158.940,RB,17.9329,6.07,3
audio18.TextGrid,36,2,go,158.940,159.140,VB,11.9701,6.03,2
audio18.TextGrid,36,3,in,159.140,159.280,IN,7.6245,7.27,2
audio18.TextGrid,36,4,and,159.280,159.450,CC,4.8507,7.41,3
audio18.TextGrid,36,5,take,159.450,159.660,VB,5.8511,5.92,3
audio18.TextGrid,36,6,your,159.660,159.760,PRP$,3.5847,6.53,3
audio18.TextGrid,36,7,chance,159.760,160.180,NN,7.9785,5.26,4
audio18.TextGrid,36,8,like,160.180,160.400,IN,10.3441,6.41,3
audio18.TextGrid,36,9,any,160.400,160.610,DT,5.5561,6.07,3
audio18.TextGrid,36,10,man,160.610,161.020,NN,3.8547,5.82,3
audio18.TextGrid,36,11,or,161.020,161.150,CC,6.8240,6.54,2
audio18.TextGrid,36,12,bird,161.150,161.560,NN,15.5131,4.63,3
audio18.TextGrid,36,13,or,161.560,161.710,CC,5.2780,6.54,2
audio18.TextGrid,36,14,fish,161.710,162.200,NN,8.6154,4.9,3
audio18.TextGrid,37,1,it,164.510,164.640,PRP,11.0007,6.95,2
audio18.TextGrid,37,2,encouraged,164.640,165.180,VBD,18.8898,4.32,7
audio18.TextGrid,37,3,him,165.180,165.270,PRP,8.3096,6.11,2
audio18.TextGrid,37,4,to,165.270,165.370,TO,2.3048,7.43,2
audio18.TextGrid,37,5,talk,165.370,165.700,VB,8.0854,5.42,3
audio18.TextGrid,37,6,because,165.710,166.000,IN,11.0435,6.03,5
audio18.TextGrid,37,7,his,166.000,166.140,PRP$,5.2466,6.51,3
audio18.TextGrid,37,8,back,166.140,166.420,NN,8.3166,6.04,3
audio18.TextGrid,37,9,had,166.420,166.560,VBD,8.3449,6.33,3
audio18.TextGrid,37,10,stiffened,166.560,167.060,VBN,21.6713,2.53,7
audio18.TextGrid,37,11,in,167.060,167.180,IN,5.9541,7.27,2
audio18.TextGrid,37,12,the,167.180,167.250,DT,2.1470,7.73,2
audio18.TextGrid,37,13,night,167.250,167.770,NN,7.7919,5.61,3
audio18.TextGrid,37,14,and,167.890,168.040,CC,5.1035,7.41,3
audio18.TextGrid,37,15,it,168.040,168.150,PRP,4.6289,6.95,2
audio18.TextGrid,37,16,hurt,168.150,168.350,VBZ,9.5889,4.94,3
audio18.TextGrid,37,17,truly,168.370,168.750,RB,15.3396,4.87,5
audio18.TextGrid,37,18,now,168.750,169.170,RB,8.5159,6.18,2
audio18.TextGrid,38,1,stay,170.910,171.120,NN,17.8551,5.33,3
audio18.TextGrid,38,2,at,171.120,171.250,IN,7.0763,6.7,2
audio18.TextGrid,38,3,my,171.250,171.490,PRP$,7.2553,6.57,2
audio18.TextGrid,38,4,house,171.490,171.760,NN,5.4634,5.71,3
audio18.TextGrid,38,5,if,171.760,171.870,IN,9.0293,6.47,2
audio18.TextGrid,38,6,you,171.870,171.960,PRP,0.2206,6.98,2
audio18.TextGrid,38,7,like,171.960,172.180,VBP,5.1782,6.41,3
audio18.TextGrid,38,8,bird,172.200,172.570,NN,14.1532,4.63,3
audio18.TextGrid,38,9,he,172.750,172.850,PRP,10.8440,6.69,2
audio18.TextGrid,38,10,said,172.850,173.160,VBD,15.1837,6.01,3
audio18.TextGrid,39,1,i,173.960,174.010,NN,5.7704,7.09,1
audio18.TextGrid,39,2,am,174.010,174.120,VBP,11.2222,5.78,2
audio18.TextGrid,39,3,sorry,174.120,174.470,NN,8.7071,5.18,4
audio18.TextGrid,39,4,i,174.470,174.560,NN,5.9062,7.09,1
audio18.TextGrid,39,5,cannot,174.560,174.890,VBP,7.2719,5.11,5
audio18.TextGrid,39,6,hoist,174.890,175.130,PDT,24.3551,3.12,4
audio18.TextGrid,39,7,the,175.130,175.250,DT,3.1826,7.73,2
audio18.TextGrid,39,8,sail,175.250,175.610,NN,11.8021,4.01,3
audio18.TextGrid,39,9,and,175.610,175.700,CC,4.5210,7.41,2
audio18.TextGrid,39,10,take,175.700,175.940,VB,7.2478,5.92,3
audio18.TextGrid,39,11,you,175.940,176.200,PRP,6.5699,6.98,2
audio18.TextGrid,39,12,in,176.200,176.260,IN,4.5426,7.27,2
audio18.TextGrid,39,13,with,176.260,176.360,IN,5.2266,6.85,3
audio18.TextGrid,39,14,the,176.360,176.440,DT,6.5868,7.73,2
audio18.TextGrid,39,15,small,176.440,176.770,JJ,8.7239,5.51,4
audio18.TextGrid,39,16,breeze,176.770,177.240,NN,15.6989,3.86,4
audio18.TextGrid,39,17,that,177.240,177.390,WDT,4.8332,7.01,3
audio18.TextGrid,39,18,is,177.390,177.540,VBZ,2.7360,7.07,2
audio18.TextGrid,39,19,rising,177.540,177.970,VBG,14.6645,4.52,5
audio18.TextGrid,40,1,but,178.620,178.750,CC,16.1685,6.63,3
audio18.TextGrid,40,2,i,178.750,178.900,JJ,5.9299,7.09,1
audio18.TextGrid,40,3,am,178.900,179.010,VBP,4.6128,5.78,2
audio18.TextGrid,40,4,with,179.010,179.140,IN,9.7270,6.85,3
audio18.TextGrid,40,5,a,179.140,179.210,DT,4.5972,7.36,1
audio18.TextGrid,40,6,friend,179.210,179.820,NN,5.7673,5.37,5
audio19.TextGrid,1,1,just,1.000,1.220,RB,14.7002,6.43,3
audio19.TextGrid,1,2,then,1.220,1.480,RB,13.4896,6.07,3
audio19.TextGrid,1,3,the,1.480,1.550,DT,4.3880,7.73,2
audio19.TextGrid,1,4,fish,1.550,1.850,NN,11.6338,4.9,3
audio19.TextGrid,1,5,gave,1.850,2.040,VBD,11.0542,5.25,3
audio19.TextGrid,1,6,a,2.040,2.100,DT,3.7014,7.36,1
audio19.TextGrid,1,7,sudden,2.100,2.400,JJ,11.9327,4.4,5
audio19.TextGrid,1,8,lurch,2.400,2.800,NN,23.9784,2.79,3
audio19.TextGrid,1,9,that,2.800,2.960,WDT,7.2295,7.01,3
audio19.TextGrid,1,10,pulled,3.010,3.250,VBD,10.2968,4.67,4
audio19.TextGrid,1,11,the,3.250,3.370,DT,4.0003,7.73,2
audio19.TextGrid,1,12,old,3.370,3.570,JJ,10.2330,5.75,3
audio19.TextGrid,1,13,man,3.570,3.810,NN,5.1507,5.82,3
audio19.TextGrid,1,14,down,3.810,4.120,RP,6.8381,5.88,3
audio19.TextGrid,1,15,onto,4.120,4.290,IN,11.6795,4.77,4
audio19.TextGrid,1,16,the,4.290,4.370,DT,1.9771,7.73,2
audio19.TextGrid,1,17,bow,4.370,4.660,NN,12.8510,4.3,2
audio19.TextGrid,1,18,and,4.660,4.720,CC,6.9270,7.41,2
audio19.TextGrid,1,19,would,4.720,4.830,MD,8.2597,6.27,3
audio19.TextGrid,1,20,have,4.830,5.030,VB,3.0994,6.71,3
audio19.TextGrid,1,21,pulled,5.030,5.320,VBN,7.0178,4.67,4
audio19.TextGrid,1,22,him,5.320,5.430,PRP,1.8211,6.11,2
audio19.TextGrid,1,23,overboard,5.430,5.990,RB,18.2530,3.43,7
audio19.TextGrid,1,24,if,5.990,6.090,IN,6.2601,6.47,2
audio19.TextGrid,1,25,he,6.090,6.170,PRP,1.6118,6.69,2
audio19.TextGrid,1,26,had,6.170,6.290,VBD,4.3835,6.33,3
audio19.TextGrid,1,27,not,6.290,6.420,RB,3.7408,6.69,3
audio19.TextGrid,1,28,braced,6.420,6.810,VBN,16.4689,3.03,5
audio19.TextGrid,1,29,himself,6.810,7.210,PRP,8.7160,5.25,7
audio19.TextGrid,1,30,and,7.210,7.310,CC,3.5070,7.41,2
audio19.TextGrid,1,31,given,7.310,7.600,VBN,9.9333,5.41,5
audio19.TextGrid,1,32,some,7.600,7.800,DT,7.4702,6.2,3
audio19.TextGrid,1,33,line,7.800,8.230,NN,12.1365,5.49,3
audio19.TextGrid,2,1,the,9.930,10.010,DT,11.8924,7.73,2
audio19.TextGrid,2,2,bird,10.010,10.310,NN,13.1626,4.63,3
audio19.TextGrid,2,3,had,10.310,10.470,VBD,13.0267,6.33,3
audio19.TextGrid,2,4,flown,10.470,10.720,VBN,16.2444,3.83,4
audio19.TextGrid,2,5,up,10.720,10.940,RP,5.6056,6.39,2
audio19.TextGrid,2,6,when,10.940,11.050,WRB,9.3424,6.37,3
audio19.TextGrid,2,7,the,11.050,11.120,DT,3.0927,7.73,2
audio19.TextGrid,2,8,line,11.120,11.420,NN,10.8289,5.49,3
audio19.TextGrid,2,9,jerked,11.420,11.790,VBN,20.4282,2.93,4
audio19.TextGrid,2,10,and,11.790,11.880,CC,6.0016,7.41,2
audio19.TextGrid,2,11,the,11.880,11.980,DT,4.1000,7.73,2
audio19.TextGrid,2,12,old,11.980,12.190,JJ,9.4964,5.75,3
audio19.TextGrid,2,13,man,12.190,12.420,NN,2.3268,5.82,3
audio19.TextGrid,2,14,had,12.420,12.570,VBD,4.7487,6.33,3
audio19.TextGrid,2,15,not,12.570,12.750,RB,6.4365,6.69,3
audio19.TextGrid,2,16,even,12.750,12.980,RB,6.2966,5.99,4
audio19.TextGrid,2,17,seen,12.980,13.240,VBN,4.5279,5.52,3
audio19.TextGrid,2,18,him,13.240,13.350,PRP,2.1355,6.11,2
audio19.TextGrid,2,19,go,13.350,13.740,VB,9.7940,6.03,2
audio19.TextGrid,3,1,he,14.450,14.560,PRP,13.2074,6.69,2
audio19.TextGrid,3,2,felt,14.560,14.780,VBD,15.0409,5.13,4
audio19.TextGrid,3,3,the,14.780,14.900,DT,4.9260,7.73,2
audio19.TextGrid,3,4,line,14.900,15.210,NN,10.5049,5.49,3
audio19.TextGrid,3,5,carefully,15.210,15.670,RB,16.7268,4.46,7
audio19.TextGrid,3,6,with,15.670,15.820,IN,6.2305,6.85,3
audio19.TextGrid,3,7,his,15.820,15.950,PRP$,3.3178,6.51,3
audio19.TextGrid,3,8,right,15.950,16.210,JJ,8.9937,5.96,3
audio19.TextGrid,3,9,hand,16.210,16.540,NN,5.1641,5.41,4
audio19.TextGrid,3,10,and,16.540,16.810,CC,3.5883,7.41,3
audio19.TextGrid,3,11,noticed,16.810,17.160,VBD,20.7158,4.63,6
audio19.TextGrid,3,12,his,17.160,17.280,PRP$,3.4299,6.51,3
audio19.TextGrid,3,13,hand,17.280,17.520,NN,6.2962,5.41,4
audio19.TextGrid,3,14,was,17.520,17.620,VBD,10.3120,6.82,3
audio19.TextGrid,3,15,bleeding,17.620,18.180,VBG,19.2198,4.08,6
audio19.TextGrid,4,1,something,20.010,20.410,NN,17.0477,5.81,6
audio19.TextGrid,4,2,hurt,20.410,20.610,VBD,13.5730,4.94,3
audio19.TextGrid,4,3,him,20.610,20.780,PRP,11.5269,6.11,2
audio19.TextGrid,4,4,then,20.780,21.030,RB,12.3995,6.07,3
audio19.TextGrid,4,5,he,21.030,21.410,PRP,5.2239,6.69,2
audio19.TextGrid,4,6,said,21.410,21.610,VBD,5.9680,6.01,3
audio19.TextGrid,4,7,aloud,21.610,22.070,JJ,22.2453,3.51,4
audio19.TextGrid,4,8,and,22.070,22.200,CC,6.1918,7.41,2
audio19.TextGrid,4,9,pulled,22.200,22.500,VBD,10.2750,4.67,4
audio19.TextGrid,4,10,back,22.500,22.780,RB,5.1322,6.04,3
audio19.TextGrid,4,11,on,22.780,22.890,IN,4.6165,6.91,2
audio19.TextGrid,4,12,the,22.890,22.960,DT,2.1514,7.73,2
audio19.TextGrid,4,13,line,22.960,23.290,NN,9.4897,5.49,3
audio19.TextGrid,4,14,to,23.290,23.400,TO,3.9596,7.43,2
audio19.TextGrid,4,15,see,23.400,23.580,VB,6.1703,6.1,2
audio19.TextGrid,4,16,if,23.580,23.660,IN,4.2553,6.47,2
audio19.TextGrid,4,17,he,23.660,23.740,PRP,1.9816,6.69,2
audio19.TextGrid,4,18,could,23.740,23.910,MD,5.6916,6.06,3
audio19.TextGrid,4,19,turn,23.910,24.150,VB,7.9826,5.32,3
audio19.TextGrid,4,20,the,24.150,24.210,DT,3.3316,7.73,2
audio19.TextGrid,4,21,fish,24.210,24.610,NN,11.9201,4.9,3
audio19.TextGrid,5,1,but,25.250,25.430,CC,16.1685,6.63,3
audio19.TextGrid,5,2,when,25.430,25.550,WRB,9.0741,6.37,3
audio19.TextGrid,5,3,he,25.550,25.640,PRP,5.6595,6.69,2
audio19.TextGrid,5,4,was,25.640,25.810,VBD,2.4754,6.82,3
audio19.TextGrid,5,5,touching,25.810,26.170,VBG,16.9606,4.22,5
audio19.TextGrid,5,6,the,26.170,26.230,DT,2.8973,7.73,2
audio19.TextGrid,5,7,breaking,26.230,26.640,NN,15.6200,4.74,6
audio19.TextGrid,5,8,point,26.640,27.050,NN,6.4060,5.54,4
audio19.TextGrid,5,9,he,27.050,27.180,PRP,7.9442,6.69,2
audio19.TextGrid,5,10,held,27.180,27.450,VBD,12.9941,5.24,4
audio19.TextGrid,5,11,steady,27.450,27.880,JJ,17.1424,4.31,5
audio19.TextGrid,5,12,and,27.880,28.010,CC,4.7468,7.41,2
audio19.TextGrid,5,13,settled,28.010,28.340,VBD,20.6012,4.44,6
audio19.TextGrid,5,14,back,28.340,28.650,RB,6.5195,6.04,3
audio19.TextGrid,5,15,against,28.650,28.970,IN,6.8146,5.68,6
audio19.TextGrid,5,16,the,28.970,29.080,DT,1.1346,7.73,2
audio19.TextGrid,5,17,strain,29.080,29.440,NN,15.0251,4.15,5
audio19.TextGrid,5,18,of,29.440,29.540,IN,4.2068,7.4,2
audio19.TextGrid,5,19,the,29.540,29.640,DT,1.5722,7.73,2
audio19.TextGrid,5,20,line,29.640,30.070,NN,9.7625,5.49,3
audio19.TextGrid,6,1,you,31.520,31.650,PRP,14.0194,6.98,2
audio19.TextGrid,6,2,re,31.650,31.730,VBP,9.7938,5.23,2
audio19.TextGrid,6,3,feeling,31.730,32.120,VBG,20.8805,5.13,5
audio19.TextGrid,6,4,it,32.120,32.270,PRP,5.6280,6.95,2
audio19.TextGrid,6,5,now,32.270,32.600,RB,6.1646,6.18,2
audio19.TextGrid,6,6,fish,32.600,33.030,VBZ,17.4911,4.9,3
audio19.TextGrid,6,7,he,33.260,33.410,PRP,12.2385,6.69,2
audio19.TextGrid,6,8,said,33.410,33.760,VBD,10.4617,6.01,3
audio19.TextGrid,7,1,and,34.240,34.420,CC,13.4350,7.41,2
audio19.TextGrid,7,2,so,34.420,34.770,RB,9.2224,6.52,2
audio19.TextGrid,7,3,god,34.770,35.140,JJ,13.5140,5.57,3
audio19.TextGrid,7,4,knows,35.140,35.500,VBZ,9.6012,5.07,3
audio19.TextGrid,7,5,am,35.500,35.630,VBP,11.4146,5.78,2
audio19.TextGrid,7,6,i,35.630,35.910,NN,5.5724,7.09,1
audio19.TextGrid,7,7,he,37.960,38.070,PRP,8.3956,6.69,2
audio19.TextGrid,7,8,looked,38.070,38.250,VBD,18.3901,5.11,4
audio19.TextGrid,7,9,around,38.250,38.570,IN,9.5873,5.77,4
audio19.TextGrid,7,10,for,38.570,38.670,IN,5.8743,7.01,2
audio19.TextGrid,7,11,the,38.670,38.760,DT,3.9097,7.73,2
audio19.TextGrid,7,12,bird,38.760,39.120,NN,11.4705,4.63,3
audio19.TextGrid,7,13,now,39.120,39.360,RB,9.6546,6.18,2
audio19.TextGrid,7,14,because,39.360,39.690,IN,7.8833,6.03,5
audio19.TextGrid,7,15,he,39.690,39.760,PRP,3.2273,6.69,2
audio19.TextGrid,7,16,would,39.760,39.890,MD,5.2980,6.27,3
audio19.TextGrid,7,17,have,39.890,40.000,VB,2.3006,6.71,3
audio19.TextGrid,7,18,liked,40.000,40.250,VBN,6.5869,4.76,4
audio19.TextGrid,7,19,him,40.250,40.350,PRP,5.9686,6.11,2
audio19.TextGrid,7,20,for,40.350,40.460,IN,5.6921,7.01,2
audio19.TextGrid,7,21,company,40.460,41.030,NN,17.9331,5.6,7
audio19.TextGrid,8,1,the,41.690,41.770,DT,11.8924,7.73,2
audio19.TextGrid,8,2,bird,41.770,42.000,NN,13.1626,4.63,3
audio19.TextGrid,8,3,was,42.000,42.180,VBD,9.6622,6.82,3
audio19.TextGrid,8,4,gone,42.180,42.630,VBN,9.3373,5.17,3
audio19.TextGrid,9,1,you,44.380,44.520,PRP,14.0194,6.98,2
audio19.TextGrid,9,2,did,44.520,44.670,VBD,7.5845,5.96,3
audio19.TextGrid,9,3,not,44.670,44.870,RB,3.6656,6.69,3
audio19.TextGrid,9,4,stay,44.870,45.110,VB,9.7601,5.33,3
audio19.TextGrid,9,5,long,45.110,45.530,RB,6.9853,5.81,3
audio19.TextGrid,9,6,the,45.730,45.830,DT,7.0453,7.73,2
audio19.TextGrid,9,7,man,45.830,46.090,NN,10.5021,5.82,3
audio19.TextGrid,9,8,thought,46.090,46.480,VBD,12.0297,5.59,3
audio19.TextGrid,10,1,but,47.220,47.480,CC,16.1685,6.63,3
audio19.TextGrid,10,2,it,47.480,47.590,PRP,5.1562,6.95,2
audio19.TextGrid,10,3,is,47.590,47.740,VBZ,2.2441,7.07,2
audio19.TextGrid,10,4,rougher,47.740,48.140,RB,22.2101,2.84,4
audio19.TextGrid,10,5,where,48.140,48.340,WRB,12.0801,6.0,3
audio19.TextGrid,10,6,you,48.340,48.530,PRP,3.7630,6.98,2
audio19.TextGrid,10,7,are,48.530,48.640,VBP,3.3044,6.74,2
audio19.TextGrid,10,8,going,48.640,49.000,VBG,5.9315,5.94,4
audio19.TextGrid,10,9,until,49.000,49.220,IN,11.0562,5.61,5
audio19.TextGrid,10,10,you,49.220,49.370,PRP,1.8393,6.98,2
audio19.TextGrid,10,11,make,49.370,49.570,VBP,6.9897,6.08,3
audio19.TextGrid,10,12,the,49.570,49.650,DT,2.9770,7.73,2
audio19.TextGrid,10,13,shore,49.650,50.090,NN,16.9457,4.33,3
audio19.TextGrid,11,1,how,51.600,51.790,WRB,14.0279,6.24,2
audio19.TextGrid,11,2,did,51.790,51.950,VBD,6.2239,5.96,3
audio19.TextGrid,11,3,i,51.950,52.110,VB,4.2762,7.09,1
audio19.TextGrid,11,4,let,52.110,52.320,VB,11.6192,5.6,3
audio19.TextGrid,11,5,the,52.320,52.420,DT,3.8556,7.73,2
audio19.TextGrid,11,6,fish,52.420,52.720,JJ,11.8012,4.9,3
audio19.TextGrid,11,7,cut,52.720,53.010,NN,10.6865,5.24,3
audio19.TextGrid,11,8,me,53.070,53.250,PRP,4.0627,6.48,2
audio19.TextGrid,11,9,with,53.250,53.430,IN,7.1038,6.85,3
audio19.TextGrid,11,10,that,53.430,53.640,DT,5.7899,7.01,3
audio19.TextGrid,11,11,one,53.640,53.890,CD,7.2811,6.47,3
audio19.TextGrid,11,12,quick,53.890,54.140,NN,10.5960,4.98,4
audio19.TextGrid,11,13,pull,54.190,54.470,NN,9.9915,4.82,3
audio19.TextGrid,11,14,he,54.470,54.590,PRP,13.3905,6.69,2
audio19.TextGrid,11,15,made,54.590,55.050,VBD,8.3832,5.92,3
audio19.TextGrid,12,1,i,55.510,55.610,NN,5.7704,7.09,1
audio19.TextGrid,12,2,must,55.610,55.800,MD,15.4189,5.68,4
audio19.TextGrid,12,3,be,55.800,55.900,VB,4.4269,6.79,2
audio19.TextGrid,12,4,getting,55.900,56.180,VBG,9.0075,5.57,5
audio19.TextGrid,12,5,very,56.180,56.430,RB,6.9204,6.0,4
audio19.TextGrid,12,6,stupid,56.430,57.000,JJ,6.9234,4.94,6
audio19.TextGrid,13,1,or,57.990,58.100,CC,11.8275,6.54,2
audio19.TextGrid,13,2,perhaps,58.100,58.440,RB,20.4181,5.09,6
audio19.TextGrid,13,3,i,58.440,58.510,NN,6.8554,7.09,1
audio19.TextGrid,13,4,was,58.510,58.700,VBD,5.4140,6.82,3
audio19.TextGrid,13,5,looking,58.700,58.980,VBG,7.5831,5.57,5
audio19.TextGrid,13,6,at,58.980,59.040,IN,3.0426,6.7,2
audio19.TextGrid,13,7,the,59.040,59.150,DT,2.8491,7.73,2
audio19.TextGrid,13,8,small,59.150,59.470,JJ,10.0991,5.51,4
audio19.TextGrid,13,9,bird,59.470,59.820,NN,10.5853,4.63,3
audio19.TextGrid,13,10,and,59.820,59.940,CC,3.7268,7.41,2
audio19.TextGrid,13,11,thinking,59.940,60.290,NN,12.8906,5.24,6
audio19.TextGrid,13,12,of,60.290,60.380,IN,4.0910,7.4,2
audio19.TextGrid,13,13,him,60.380,60.740,PRP,7.2746,6.11,3
audio19.TextGrid,14,1,now,61.470,61.720,RB,13.6820,6.18,2
audio19.TextGrid,14,2,i,61.720,61.750,VBP,7.2716,7.09,1
audio19.TextGrid,14,3,will,61.750,61.970,MD,6.6530,6.45,3
audio19.TextGrid,14,4,pay,61.970,62.180,VB,6.6720,5.4,2
audio19.TextGrid,14,5,attention,62.180,62.570,NN,5.0233,5.11,7
audio19.TextGrid,14,6,to,62.570,62.640,TO,0.6089,7.43,2
audio19.TextGrid,14,7,my,62.640,62.800,PRP$,4.7123,6.57,2
audio19.TextGrid,14,8,work,62.800,63.150,NN,8.0412,5.96,3
audio19.TextGrid,15,1,and,63.720,63.840,CC,13.4350,7.41,2
audio19.TextGrid,15,2,then,63.840,64.070,RB,7.3825,6.07,3
audio19.TextGrid,15,3,i,64.070,64.170,VB,4.6317,7.09,1
audio19.TextGrid,15,4,must,64.170,64.430,MD,10.6671,5.68,4
audio19.TextGrid,15,5,eat,64.430,64.580,VB,9.6273,5.13,2
audio19.TextGrid,15,6,the,64.580,64.680,DT,3.1655,7.73,2
audio19.TextGrid,15,7,tuna,64.680,65.030,NN,16.9551,3.64,4
audio19.TextGrid,15,8,so,65.030,65.190,IN,11.1130,6.52,2
audio19.TextGrid,15,9,that,65.190,65.330,DT,2.3534,7.01,3
audio19.TextGrid,15,10,i,65.330,65.410,NN,1.3797,7.09,1
audio19.TextGrid,15,11,will,65.410,65.580,MD,4.0971,6.45,3
audio19.TextGrid,15,12,not,65.580,65.730,RB,4.4659,6.69,3
audio19.TextGrid,15,13,have,65.730,65.870,VB,4.6616,6.71,3
audio19.TextGrid,15,14,a,65.870,65.930,DT,5.2684,7.36,1
audio19.TextGrid,15,15,failure,65.930,66.400,NN,9.8212,4.72,5
audio19.TextGrid,15,16,of,66.400,66.500,IN,3.1550,7.4,2
audio19.TextGrid,15,17,strength,66.500,66.910,NN,13.4657,4.8,6
audio19.TextGrid,16,1,i,69.260,69.340,JJ,5.7704,7.09,1
audio19.TextGrid,16,2,wish,69.340,69.580,VBP,15.6467,5.18,3
audio19.TextGrid,16,3,the,69.580,69.700,DT,6.1935,7.73,2
audio19.TextGrid,16,4,boy,69.700,69.990,NN,8.1751,5.17,2
audio19.TextGrid,16,5,were,69.990,70.230,VBD,7.2381,6.34,2
audio19.TextGrid,16,6,here,70.230,70.440,RB,6.5547,5.97,3
audio19.TextGrid,16,7,and,70.440,70.520,CC,4.6782,7.41,2
audio19.TextGrid,16,8,that,70.520,70.630,IN,3.8075,7.01,3
audio19.TextGrid,16,9,i,70.630,70.720,NN,3.5783,7.09,1
audio19.TextGrid,16,10,had,70.720,70.880,VBD,4.4206,6.33,3
audio19.TextGrid,16,11,some,70.880,71.030,DT,5.5643,6.2,3
audio19.TextGrid,16,12,salt,71.030,71.660,NN,14.2231,4.6,4
audio19.TextGrid,17,1,he,72.040,72.160,PRP,13.2074,6.69,2
audio19.TextGrid,17,2,said,72.160,72.370,VBD,10.3483,6.01,3
audio19.TextGrid,17,3,aloud,72.370,72.900,JJ,21.4842,3.51,4
audio19.TextGrid,17,4,shifting,74.730,75.090,VBG,18.7150,3.98,6
audio19.TextGrid,17,5,the,75.090,75.150,DT,2.9468,7.73,2
audio19.TextGrid,17,6,weight,75.150,75.380,NN,11.5470,5.02,3
audio19.TextGrid,17,7,of,75.380,75.450,IN,0.8899,7.4,2
audio19.TextGrid,17,8,the,75.450,75.540,DT,1.7920,7.73,2
audio19.TextGrid,17,9,line,75.540,75.790,NN,10.0300,5.49,3
audio19.TextGrid,17,10,to,75.790,75.900,TO,3.3283,7.43,2
audio19.TextGrid,17,11,his,75.900,76.120,PRP$,7.2190,6.51,3
audio19.TextGrid,17,12,left,76.120,76.340,JJ,8.2047,5.62,4
audio19.TextGrid,17,13,shoulder,76.340,76.810,NN,13.2818,4.5,5
audio19.TextGrid,17,14,and,76.810,77.010,CC,3.3357,7.41,3
audio19.TextGrid,17,15,kneeling,77.010,77.350,VBG,13.4838,3.32,5
audio19.TextGrid,17,16,carefully,77.350,77.910,RB,13.2713,4.46,7
audio19.TextGrid,17,17,he,78.060,78.160,PRP,8.3334,6.69,2
audio19.TextGrid,17,18,washed,78.160,78.520,VBD,14.8955,4.1,4
audio19.TextGrid,17,19,his,78.520,78.680,PRP$,3.5658,6.51,3
audio19.TextGrid,17,20,hand,78.680,79.020,NN,7.5083,5.41,4
audio19.TextGrid,17,21,in,79.020,79.100,IN,3.7184,7.27,2
audio19.TextGrid,17,22,the,79.100,79.240,DT,1.7246,7.73,2
audio19.TextGrid,17,23,ocean,79.240,79.640,NN,13.8803,4.7,4
audio19.TextGrid,17,24,and,79.640,79.790,CC,4.5156,7.41,3
audio19.TextGrid,17,25,held,79.790,80.020,VBD,9.6568,5.24,4
audio19.TextGrid,17,26,it,80.020,80.150,PRP,1.6793,6.95,2
audio19.TextGrid,17,27,there,80.150,80.400,EX,3.5439,6.31,3
audio19.TextGrid,17,28,submerged,80.520,81.260,VBN,26.2983,3.51,7
audio19.TextGrid,17,29,for,81.260,81.390,IN,3.4440,7.01,2
audio19.TextGrid,17,30,more,81.390,81.610,JJR,9.6453,6.36,3
audio19.TextGrid,17,31,than,81.610,81.760,IN,1.2608,6.13,3
audio19.TextGrid,17,32,a,81.760,81.790,DT,2.5136,7.36,1
audio19.TextGrid,17,33,minute,81.790,82.210,NN,2.3378,4.98,5
audio19.TextGrid,17,34,watching,82.390,82.790,VBG,18.3959,5.02,5
audio19.TextGrid,17,35,the,82.790,82.860,DT,1.8964,7.73,2
audio19.TextGrid,17,36,blood,82.860,83.300,NN,9.9420,5.1,4
audio19.TextGrid,17,37,trail,83.300,83.460,VB,11.5747,4.45,4
audio19.TextGrid,17,38,away,83.460,83.950,RB,11.3786,5.62,3
audio19.TextGrid,17,39,and,84.090,84.190,CC,4.6680,7.41,2
audio19.TextGrid,17,40,the,84.190,84.280,DT,4.2672,7.73,2
audio19.TextGrid,17,41,steady,84.280,84.650,JJ,15.8951,4.31,5
audio19.TextGrid,17,42,movement,84.650,85.080,NN,10.8759,4.97,7
audio19.TextGrid,17,43,of,85.080,85.160,IN,3.1447,7.4,2
audio19.TextGrid,17,44,the,85.160,85.230,DT,1.1170,7.73,2
audio19.TextGrid,17,45,water,85.230,85.620,NN,11.0374,5.52,4
audio19.TextGrid,17,46,against,85.620,85.970,IN,11.7537,5.68,6
audio19.TextGrid,17,47,his,85.970,86.120,PRP$,5.1989,6.51,3
